source_id,sequence_name,original_stem,split,merged_stem,holdout_group,note
gnew,new_clothes_flat_2507,00466,train,gnew__00466,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00467,test,gnew__00467,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00468,train,gnew__00468,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00469,val,gnew__00469,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00470,val,gnew__00470,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00471,train,gnew__00471,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00472,val,gnew__00472,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00473,train,gnew__00473,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00474,train,gnew__00474,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00475,train,gnew__00475,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00476,train,gnew__00476,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00477,train,gnew__00477,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00478,train,gnew__00478,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00479,val,gnew__00479,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00480,val,gnew__00480,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00481,train,gnew__00481,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00482,test,gnew__00482,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00483,train,gnew__00483,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00484,train,gnew__00484,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00485,test,gnew__00485,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00486,train,gnew__00486,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00487,train,gnew__00487,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00488,train,gnew__00488,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00489,test,gnew__00489,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00490,test,gnew__00490,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00491,train,gnew__00491,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00492,train,gnew__00492,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00493,test,gnew__00493,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00494,train,gnew__00494,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00495,train,gnew__00495,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00496,train,gnew__00496,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00497,train,gnew__00497,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00498,test,gnew__00498,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00499,train,gnew__00499,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00500,train,gnew__00500,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00501,train,gnew__00501,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00502,val,gnew__00502,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00503,train,gnew__00503,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00504,train,gnew__00504,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00505,test,gnew__00505,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00506,val,gnew__00506,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00507,train,gnew__00507,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00508,val,gnew__00508,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00509,train,gnew__00509,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00510,train,gnew__00510,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00511,train,gnew__00511,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00512,train,gnew__00512,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00513,val,gnew__00513,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00514,train,gnew__00514,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00515,train,gnew__00515,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00516,train,gnew__00516,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00517,test,gnew__00517,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00518,train,gnew__00518,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00519,train,gnew__00519,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00520,test,gnew__00520,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00521,train,gnew__00521,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00522,train,gnew__00522,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00523,val,gnew__00523,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00524,train,gnew__00524,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00525,test,gnew__00525,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00526,train,gnew__00526,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00527,train,gnew__00527,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00528,train,gnew__00528,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00529,train,gnew__00529,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00530,train,gnew__00530,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00531,train,gnew__00531,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00532,val,gnew__00532,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00533,train,gnew__00533,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00534,train,gnew__00534,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00535,train,gnew__00535,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00536,train,gnew__00536,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00537,test,gnew__00537,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00538,test,gnew__00538,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00539,train,gnew__00539,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00540,val,gnew__00540,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00541,train,gnew__00541,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00542,train,gnew__00542,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00543,train,gnew__00543,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00544,train,gnew__00544,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00545,val,gnew__00545,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00546,train,gnew__00546,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00547,train,gnew__00547,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00548,train,gnew__00548,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00549,train,gnew__00549,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00550,train,gnew__00550,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00551,train,gnew__00551,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00552,train,gnew__00552,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00553,val,gnew__00553,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00554,val,gnew__00554,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00555,train,gnew__00555,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00556,train,gnew__00556,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00557,test,gnew__00557,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00558,test,gnew__00558,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00559,train,gnew__00559,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00560,train,gnew__00560,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00561,val,gnew__00561,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00562,train,gnew__00562,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00563,train,gnew__00563,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00564,train,gnew__00564,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00565,train,gnew__00565,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00566,train,gnew__00566,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00567,val,gnew__00567,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00568,test,gnew__00568,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00569,train,gnew__00569,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00570,train,gnew__00570,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00571,test,gnew__00571,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00572,train,gnew__00572,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00573,train,gnew__00573,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00574,train,gnew__00574,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00575,test,gnew__00575,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00576,train,gnew__00576,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00577,train,gnew__00577,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00578,test,gnew__00578,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00579,train,gnew__00579,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00580,train,gnew__00580,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00581,val,gnew__00581,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00582,train,gnew__00582,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00583,test,gnew__00583,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00584,test,gnew__00584,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00585,train,gnew__00585,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00586,train,gnew__00586,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00587,train,gnew__00587,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00588,train,gnew__00588,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00589,train,gnew__00589,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00590,train,gnew__00590,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00591,train,gnew__00591,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00592,train,gnew__00592,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00593,train,gnew__00593,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00594,train,gnew__00594,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00595,val,gnew__00595,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00596,val,gnew__00596,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00597,train,gnew__00597,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00598,test,gnew__00598,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00599,train,gnew__00599,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00600,test,gnew__00600,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00601,val,gnew__00601,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00602,test,gnew__00602,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00603,test,gnew__00603,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00604,train,gnew__00604,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00605,train,gnew__00605,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00606,train,gnew__00606,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00607,train,gnew__00607,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00608,train,gnew__00608,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00609,train,gnew__00609,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00610,test,gnew__00610,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00611,train,gnew__00611,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00612,train,gnew__00612,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00613,val,gnew__00613,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00614,test,gnew__00614,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
gnew,new_clothes_flat_2507,00615,train,gnew__00615,new_source_stratified_random_v2,"new source stratified random split by positive/empty seed=42; positive(train=1529, val=327, test=329), empty(train=225, val=48, test=49)"
